,x,y,most_significant_source,fire_risk,subSum
188341,-122.82152777777776,46.64430555555555,ndvi,5.8181,64340.5705
188344,-122.82152777777776,46.643472222222215,ndvi,5.8181,64340.5705
188468,-122.82125,46.64458333333333,ndvi,5.8181,64340.5705
187396,-122.8234722222222,46.657916666666665,ndvi,5.817100000000001,64340.5705
188088,-122.82208333333332,46.643472222222215,ndvi,5.817100000000001,64340.5705
188089,-122.82208333333332,46.64319444444444,ndvi,5.817100000000001,64340.5705
146742,-122.81180555555554,46.67708333333333,ndvi,6.1349,182606.8231
146743,-122.81180555555554,46.67680555555555,ndvi,6.1349,182606.8231
162102,-122.81180555555554,46.67708333333333,ndvi,6.1349,182606.8231
162103,-122.81180555555554,46.67680555555555,ndvi,6.1349,182606.8231
177462,-122.81180555555554,46.67708333333333,ndvi,6.1349,182606.8231
177463,-122.81180555555554,46.67680555555555,ndvi,6.1349,182606.8231
144641,-122.81624999999998,46.691805555555554,ndvi,6.045599999999999,182606.8231
160001,-122.81624999999998,46.691805555555554,ndvi,6.045599999999999,182606.8231
175361,-122.81624999999998,46.691805555555554,ndvi,6.045599999999999,182606.8231
146712,-122.81180555555554,46.68541666666666,ndvi,6.0337000000000005,182606.8231
